Nom,Pochette,Statut,Auteur,Genre,Durée,Durée d'écoute,Synopsis,Note,Site,Langue,Dernier épisode,MP3,Website,Youtube,RSS,Soundcloud,Spotify,Discord,Récompense,Citation,Recommandation,Bande-annonce,NSI 2022,NSI 2023,Message Insta,Auteurs,Listen Notes,Note Apple
Le procès de Patrick Henry,patrick-henry.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/g_iA8PUjZpea86Tf_3nR_A/7Nw25VU_4l2S3O3YW5zI6JvoY4OfP3neBVOOEFG5XiOQXTAQ0elnowC254UEHWihqX5GqweNj6RLSrs9V27eyZGwQEvPj5q3EbWxVaWlGsgiP9rs0JMnZQp3dWiB-s1pvr5Fxxp4HETd_DkHD-Igfw/wCIT03JwMBwoO-Wy6qTin-C-WU8jFDwZWW-aspFX0iM),Terminé,"France Culture,Cédric Aussir","Historique,Policier,Politique",1:57,1 h 57 min,La reconstitution exceptionnelle d’un procès qui a marqué l’histoire du droit et de la justice en France. Robert Badinter sait qu’il tient là une occasion décisive pour rendre caduque la peine de mort. Une plongée au cœur de la mécanique judiciaire.,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/le-proces-de-patrick-henry-2628157,Français,,,https://www.radiofrance.fr/franceculture/podcasts/fictions-theatre-et-cie/le-proces-de-patrick-henry-2628157,,,,,,,,,,,,,"France Culture, Cédric Aussir",,
Le procès du prince charmant,prince-charmant.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/IgBmhdKT8eqsGEUrNTVFkA/vRNkZhoj6hNzwdY1kQCEtUBuIyQVPpfOE8P3GZfyhKn_rNUd4Wj5mUDUBVBBskAS8BQjhaTs_yMi8o-DMaXOJVUZPcUv6wm1wu2NmqZ1oTObcaTdcyAc5eYW_8YR08uerGm3L0IFsKD2-5VXo-umBA/bc5EA-B82LVKOgpAsGbb8oAVqxzjK277bzqKbO4SQDc),Terminé,"David Collin,David Christoffel",Documentaire,0:57,57 min,"Quʹen serait-il de la Belle au bois dormant dans une époque post #MeToo ? En novembre 2017, en plein dans la campagne #MeToo, lʹécrivaine anglaise Sarah Hall demandait lʹinterdiction de ce conte de fées dans l'école de ses enfants. Elle jugeait nécessaire de stopper la propagation des images machistes colportées par la figure ""Prince charmant"" qui sauve la belle endormie, en lʹembrassant sans son consentement. Quelques mois auparavant, en octobre 2017, lors de la Nuit blanche à l'Hôtel de Ville de Paris, sʹétait organisé le ""Procès de la Fiction"". Dans cette fiction documentée, David Christoffel vous propose de renverser la balance, et de sonder quelles histoires nous pouvons raconter pour ouvrir dʹautres imaginaires dématchisés.",,https://www.rts.ch/audio-podcast/2021/audio/le-proces-du-prince-charmant-25108400.html,Français,8/3/2020,,https://www.rts.ch/audio-podcast/2021/audio/le-proces-du-prince-charmant-25108400.html,,,,,,,,,,,,,"David Collin, David Christoffel",,
Le Puissant Tigre-Man,tigre.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Ffan6RpwXQ-_q2Go7-u2rg/x8uoXtsVQ6uku8LCkwA-4bJMb3sIrSxAX_QBbYMqotRDLDiPWdcux9HXIzemnzWN10A2loEuBjnqEz1aLV1V89O32uS2EpXLYOH2fWKmcyL43D_U6KM74OToxgaOFt3kPx9dA8jEbmrl83I-SAHkWw/IfIIEnx9bnTppQjm8Vf7pyQCptCH2zt81EGo0MF4QWc),Terminé,Isthun,Humour,0:04,4 min,"Flash Thompson était un lycéen comme tous les autres, jusqu'au jour où sans aucune raison apparente, il développa de mystérieux pouvoirs d'araignée de tigre. New York ne dormira plus jamais sur ses deux oreilles, car Flash Thompson est le seul et unique Tigre-Man.",5,http://kingdompaf.com/19.html,Français,,checked,http://kingdompaf.com/19.html,https://www.youtube.com/watch?v=QUH48_PpepA&list=PLhvejuIl0x3q5Y2ZDSlK2VVX3uLzn2s_0&index=26,,,,,,,,,,,,Isthun,,
Le règne des vampires,vampires.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/ooA6BBH0Wj-_SPb-eK6CBA/Owlpz3_9Hnk4aAqcz2lebhe6pvNOzpajov3wFzIP29msjtNeCL1yY2YHGjiIkms8Hpl8NZ1BSCgjJ-y4e8d44In2-vhq4JdAJaOuZdTJRSlMLzlFcb8zY7I6YaN5--AmxfW2Y8oswwWP22DMlTqBcA/UqBpCtTSnbkGuGFkSjOWy1cK19ieRvMc63hfAJx8BJI),Terminé,Éric,Fantastique,0:37,37 min,"An 4000. La Terre a sombré dans l'épouvante et l'horreur. Depuis 200 ans, les vampires règnent en maîtres absolus sur l'humanité. Les hommes ne sont plus que du bétail pour ces créatures. Pourtant, à New-York, une poignée d'entre eux résistent encore. Quatre hommes et une femme, seuls rescapés d'une rébellion autrefois puissante. Jake Amilton, leur chef, fait une ultime tentative pour détruire le seigneur des vampires, Darken. Ce seigneur dont personne ne sait rien, ni les hommes ni les vampires, et qui pourtant les terrifient de par son seul nom. Cinq rebelles contre des milliers de créatures. Cinq pauvres humains contre le redoutable seigneur Darken. Qui l'emportera ? Reviendront-ils de cet ultime combat désespéré ? Et si tout n'était pas aussi défini qu'ils le croyaient? Le dernier combat de cinq rebelles pour la survie de l'humanité. Seules options pour eux, la victoire, ou l’anéantissement totale de l'humanité.",5,https://ericprod.fr/saga-mp3-regne-des-vampires/,Français,,checked,https://ericprod.fr/saga-mp3-regne-des-vampires/,https://www.youtube.com/watch?v=t8GII9EtxJ0&list=PLaceYo0_H9hROCCvn7vuNnLEcuVuoeAEY,,,,,,,,,3. Noté,,,Éric,,
Le Roi des Rats,LeRoiDesRats.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/K3hYUn9pZ9v8GWW7yHMO3w/LFCtJAlLu0CgaMtMLbZKsHZ_14TP6HmNdXvDquUdCSnw0ToNAK31wU3b1BDe-6UU9NnCEbEZEXntmlDAepfKzzH_YuZMSz6N2IjqTN2D0pR1hWDLdkSBfSG3Pkq3x9z93DSDVgHKEOgnjukuRlLeAQ/50Wl3Rlq08Jp0tQpPs4nJjWwAST5yNzOP0hmC_9RHd8),Terminé,René Drouin,"Fantasy,Policier",0:25,25 min,"Saviez-vous que d’après certaines études scientifiques, les rats disposeraient d’une mémoire génétique ? Cela signifierait que grâce à l’épigénétique, certains apprentissages acquis seraient naturellement transmis à la génération suivante. Les rats étant dotés d’un pouce, on peut donc légitimement se poser cette question : pourquoi n’ont-ils évolué ? Je vais alors vous raconter l’histoire d’un brigadier de la Maréchaussée sous le règne du Roi Henri IV. La multiplication d'étranges vols pourtant sans gravité attira sa curiosité. En remontant différentes pistes, il en vint à croire que les responsables n'étaient nuls autres que des rats, vivant en société, dans les tréfonds de la ville. Tout le monde le croyait fou ! Mais était-ce vraiment le cas… ? ",5,https://www.mioursmipanda.fr/,Français,22/12/2022,,https://www.mioursmipanda.fr/,https://www.youtube.com/watch?v=f0GT5OlrEZE,https://www.mioursmipanda.fr/feed/podcast/radio-mi-ours-mi-panda/,https://soundcloud.com/rene-drouin-202794806,,,,,,,,1. À écouter,,René Drouin,,
Le royaume des stylos,javras.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/m3NNPdDsGZvcg6FJ25lpJQ/-JlumOqEnTNciLGp23OLrmxUWjqSGxUmbSwlOSYXhIGn7n2-tk8u_1rAxfOtJTJOQQvJSIkVETuGLgb5Rf-onvxWKufgFc6tXKLTJiE4FbBK-tHkBClxRhdeSBrERWGz8dhm20Ys0L6TzVpnEnEX3Q/rreqwnAfibcxavsTf2yD7lOVu-324AsmWddESQ-WZY8),Terminé,"Erika,Javras","Humour,Fantastique",0:05,5 min,Ne pas abuser des champignons hallucinogènes sinon...,,https://javras.fr/2014/12/10/mono-le-royaume-des-stylos/,Français,,,https://javras.fr/2014/12/10/mono-le-royaume-des-stylos/,,,,,,,,,,,,,"Erika, Javras",,
Le ShCrok Mel Sho ?,,Terminé,"Frédéric Martin,Jean-Baptiste Martin","Licence,Policier,Humour",,Non définie,Les nouvelles enquêtes de Sherlock Holmes en humour et en musique.,,https://podcast.ausha.co/le-shcrok-mel-sho,Français,17/5/2021,,https://linktr.ee/LeShCrokMelSho,,,,https://open.spotify.com/show/1YxpirAFOtvNksomcU4Dpj,,,,,,,,,"Frédéric Martin, Jean-Baptiste Martin",,
Le Silmarillion de Tolkien,silmarillion.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/NFfjUg36xkvEpfq6Dy1ydQ/i--rsC0m6Vl3_DOvog1cDoVbH--9bm0FD41bjbujNVQ1tu__3uyRm15IfsdgWiujB3vGDsjxxPDsrxdaVHuTd7hKEhIGzuA531e-q_bQE-AWRdsXd2mVb21wrpUPW0RxZd7WctrfDgi6R6hj9GrDUA/1O-SfsWNQ_YOT2e3B-gIECqAIq_xEKQJLIVQcI7W1qc),Terminé,LP Association,"Fantasy,Licence",14:12,14 h 12 min,Le livre audio (non officiel) du Silmarillion de J.R.R. Tolkien en français.,5,https://podtail.com/podcast/le-silmarillion-livre-audio-fr-tolkien/,Français,,checked,https://podtail.com/podcast/le-silmarillion-livre-audio-fr-tolkien/,,,,https://open.spotify.com/show/5HvgLUVauUsRr5HMsbiBx7,,,,,,,,,LP Association,,
Le Syndrome de Chambord,chambord.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/IiwkSlR4iVW8ZWuChCqwhw/0Zrt5Rv8sqIgEN4u4s_b0IW94Yvp5eWU3knL2lxyZnRySyjXfjz2QzYBhJCT_fpjkJCADz267GrffiNQo0Uy4VPy_4DDCfXGyQLe9JfNyYuhnYALNeaLYhHnTcC_2tK9Qv-lJPX3Xl5skCLbOaFf3A/EC4dgol9STWVsToRgLCYXsU46F9ikMTWhkq0y7IsD0U),Terminé,"Hugo Alexandre,David Honnorat",Documentaire,,Non définie,"Au fil des séances d'écriture, suivez la naissance d'un véritable long-métrage de cinéma. Enfin... Peut-être ! Réunis dans un appartement de proche banlieue parisienne, Hugo Alexandre et David Honnorat, les deux auteurs de Calmos, imaginent le film de leurs rêves autour de quelques victuailles. Voici l'histoire du Syndrome de Chambord...",,https://pod.link/1552858995,Français,15/6/2021,,https://pod.link/1552858995,,https://pod.link/1552858995.rss,,https://open.spotify.com/show/3kyhYxG08xB7VJ3T2NEyx6,,,,,,,,,"Hugo Alexandre, David Honnorat",,
Le trésor d'Almodovar,almodovar.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Gn8WSR0B3ZBrgilC5do2ig/8mnHmpp_Kr51sHHGCbVXtdJvhIA9EDpLB8SuYDLsceetBpiNgIvz7FAahS6QK_t_b_hpC5IJOlgAdrC_wmmqDnQIqlX_YZRJn0YarhOQBL5zBbQhPrrAnnswVgquHQ5ObfMUzf5TfGmpKNUAyh0pow/4HNzxvA_hJTY1Pd2TVdnCfN1GD5PviyxYI312rVrE0o),Terminé,"Édouard Baer,Jack Souvant,France Inter","Policier,Humour",,Non définie,"À l'occasion d'un festival de cinéma à San Sebastian en Espagne, Edouard Baer est contacté par le réalisateur Pedro Almodovar complètement déboussolé afin de retrouver son ultime scénario écrit à la main perdu sur la banquette arrière d'un ""Taxi- Gitano"" la veille à Madrid. Le scénario a-t-il été oublié ou volé ? Avec très peu d'informations et sans parler la langue du pays, Edouard Baer et Jack Souvant se jettent dans la capitale espagnole à la recherche de l'unique exemplaire du maestro de la Movida.",,https://www.radiofrance.fr/franceinter/podcasts/serie-le-tresor-d-almodovar,Français,7/8/2021,,https://www.radiofrance.fr/franceinter/podcasts/serie-le-tresor-d-almodovar,,,,,,,,,,,,,"Édouard Baer, Jack Souvant, France Inter",,
Le Vaisseau,vaisseau.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/lQjc3UB_tgW7JZpsLO5CZg/ro7B7yjoUdCy9s-tLZFVzN5RZClL1FleWvJyp--4myzcev1EbKkBjODdP7bSKvucQ1URwR4WBx1LLW3bTjxJoEFXJRrZlagY0FEtaFkIt-OwBtDMXYkCqwFwUP7Lqd7vcRYzXQHEZueKzrGZhXrrJQ/LT7ADlWJ5BfZwlzVG__oW1oWqwYl3v9Na8QZdstoQbg),Terminé,"François TJP,Studio TJP","Horreur,Science-Fiction",0:49,49 min,"Isaac, technicien de maintenance à bord du NS Pandore se réveille brutalement dans une capsule de sauvetage dérivant dans l'espace. De vagues souvenirs reviennent à sa mémoire par flashs.",5,https://studiotjp.com/vaisseau/,Français,30/11/2016,checked,https://studiotjp.com/vaisseau/,https://www.youtube.com/watch?v=c5j1zGSOyHo&list=PLR3_sTHVLKheYf1iviqaWCKoEDum7CwCh,http://vaisseau.lepodcast.fr/rss,https://soundcloud.com/francois-tjp/sets/le-vaisseau-bande-originale,,,,,"Pour découvrir le genre,Zeni1,Club écoute",,,,,"François TJP, Studio TJP",,
Le Veilleur,veilleur.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/q2GCz5IWna_6j9grHVzfaQ/9M9YVy58DHpGZxhWq1DkiA5Fm6Z8Z4vPlVNQifm390gKYN32XQyjXJUShh1NO5X9q1mW__ggOldEXYUQTv70gA-3xEPv9Wpw5FtqQ1kswCn5Fbf78hV_DJiRibCW3qxp6FD1PqDU0N2CSm_vl6jHRg/_EiKV4e5XvsvPHBvnyBJ30NjcBg0i4YxcL7QGMZbafY),Terminé,"Mohiedx,Khelian",Fantasy,0:31,31 min,"Waël aussi connue sous le nom du Veilleur est la garante de ce monde. Un monde déchu, détruit de l'intérieur, condamné à devoir se renouveler. C’est alors que les signes interviennent, les signes des cycles, des signes qui doivent guider Le Veilleur en direction de ce qui s'avérera être un renouveau. Mais que faire quand il ne peut y avoir de droit à l'erreur et qu'on est habitué à pouvoir tout effacer ? Que faire quand tout parait parfaitement rodé sur fond d'infini, un cycle supposé se briser de lui-même pour laisser apparaitre une idylle. Au sein d'un monde de science-fiction déchu, suivons un cycle, un cycle de vie qui pourrait bien être le dernier. Briser ces lois, mettre fin à cette routine sempiternelle est-ce faire preuve d'irresponsabilité ou d'une sagesse démesurée ?! Pour le savoir que faire d'autre que de le tester, irrémédiablement et toujours, à la recherche de signes. Car tant qu'il y aura des signes, il y aura du changement : un champ des possibles infinis. Observons ici Waël et Shâdy, tous deux détenteurs des clés à même de bouleverser l'aphasie dans laquelle ce monde est plongé.",,https://2019.sagadelete.fr/saga/le-veilleur-,Français,,checked,https://2019.sagadelete.fr/saga/le-veilleur-,,,,,,Saga de l'été,,,,,,,"Mohiedx, Khelian",,
Le voyage de Liloo,liloo.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/rzafCxDwVCbLC4szuZy3-g/wGQu5Arwo8_x3Jn_6pkTeWQOofYYcbPSo-YvSUzWod_6RkXFouO0-wSRoPIpY3FpNPowOS2n-WgNUb12L6f0pkFzFfvPr822ntQoILDv99gp5XHFefEtFXAFTDvGPxvJ2sIH7QexymS4gBg1fqw92Q/8aBroia9q-ORB3vavpb0E_0CScrW1cGwqiBA_110k5M),Terminé,Holly Yuuki,Enfant,3:19,3 h 19 min,"Découvrez pendant tout l’été les aventures de la petite Liloo, une enfant pleine d’énergie, peut-être même de trop d’énergie pour certains adultes. ",5,https://lendewell.com/histoires/tag/liloo/,Français,,checked,https://lendewell.com/histoires/tag/liloo/,https://www.youtube.com/watch?v=LT4MhDR9EBo&list=PLH-C4bl88-66SJ95nJV0FpO_tcixoCcOE,,,https://open.spotify.com/show/1WVsFFzm2e9W9eOL87ZigG,,,,,,,,,Holly Yuuki,,
Le Zapping Télé,zapping.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/qRdKdBrJ-2u9L7rRE4rHsQ/Ap5HmPKZeDOZ25dsJ6KzRQF8RYcj_DhrdWnV9-c4hkOVeiotrPUBlLcC-lPU-DLkuSzY63ulNMAarAfW36m-7TvcxGuZ-EPXR-ziPayxRvXeWAVivEKAfPohT7rHZXsTT-JI4kE1pIsCKWOmeDYQ2g/PGjUeJf-iV57PBq0p5Zu-zRrp_m7Xb5X5robgqeU87Y),Terminé,"Baagy,Javras","Tranche-de-vie,Musical,Humour",1:58,1 h 58 min,"Installez-vous confortablement dans votre fauteuil, prenez un paquet de chips, un soda, votre télécommande et zappez sans arrêt. Vous verrez les choses les plus fantastiques… ou les plus farfelues.",5,https://javras.fr/sagas-mp3/le-zapping-tele/,Français,,checked,https://javras.fr/sagas-mp3/le-zapping-tele/,,https://javras.fr/feed/podcast/zapping-tele,,,,,,,,,,,"Baagy, Javras",,
Les amours extraordinaires,les-amours-extraordinaires.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/BknscIzhdiPJajVrJILcog/NsPKOoOOdKQCzuuEcmLmzZMwVFcmXM7Y3ruzYO4R--nJLYpkC3CX3-k2GBjzVKHQ7AxbRNKvVx0neJjNYLbRY6JS28mvrcvyqXi56rMw4jvHLlipRQxzCmcgMnbLwN067eFN4NuhA-Pn-XZcQUG3p-H-rHjvTqcE6JFmRKVCS1s/3WsGh6X9PAFaoYJvQ2mEBRxI_qGh60auksIu69ys48s),Terminé,"Karina Pawlikowski,Julien Morissette","Tranche-de-vie,Érotisme",2:00,2 h 0 min,"Florence, comédienne originaire de l'Outaouais et basée à Montréal, retourne dans sa ville natale pour y créer une nouvelle pièce de théâtre. Elle y retrouve Nora, son amie d'enfance, et renoue avec son cercle social d'antan composé de personnes aux horizons amoureux multiples. Durant son séjour de création, la vision de Florence des liens affectifs se transforme à travers les différentes expériences de Nora, Cath, Jules, Oli, Peter et Clara.",,https://ici.radio-canada.ca/ohdio/balados/9605/amours-extraordinaires,Français,,,https://ici.radio-canada.ca/ohdio/balados/9605/amours-extraordinaires,,,,,,,,,,,,,"Karina Pawlikowski, Julien Morissette",,
Les Archives,archives.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/edJPcVgyKMQendjPoSLG3w/NFu9C9ocV2IFvrmxpeSAUpaoilAEBa8aJtw2OmGsxeHemFJ0qlRw5empWoQ8hADnpHu0kEfVBjYJTrNw5xF3z0P5MakR3FAWGJdJDL3xIcG94hJkpbYIxKeUlZVSVADEd1oKVy-S5vKkiWA0_G_qjg/hwin5irFLRxkjBG3x6hA6wDWCHguOGb-hlAKb7BJAxI),Abandonné,"Evil Goat,Dahukey,Nassim,Audiodidact",Science-Fiction,0:00,Non définie,Plongez dans les archives de la H.A.R.P. et ses affaires mystérieuses. À mi-chemin entre du fantastique et la science-fiction.,,https://soundcloud.com/audiodidact_production/sets/saga-mp3-les-archives,Français,,checked,,https://www.youtube.com/playlist?list=PLRPiA_JV--XdDBi7zb-2aUJuGiMZrrz4t,,https://soundcloud.com/audiodidact_production/sets/saga-mp3-les-archives,,,,,,,,,,"Evil Goat, Dahukey, Nassim, Audiodidact",,
Les Archives de l'Insondable,insondable.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/5o3V6nVjz-9tI_czNGFfkQ/IS0VLK1YykuxZzpRmtjDGnPHfO3CRMh4NuXo1mnZcz9q80KdlgETI8y_9_qR-4FgXUYN-gYfs04lr5XQ5ymzDTvfu2_eABh_y09wA3HXgP0mAZnjjPer9qafiFujBkdjVgOv0jfccxn6ejPZbzxhsQ/5X6bkDjORaXaKpXqOQNXd-TmUv8npE1YBYwJVdLIQzo),Terminé,"Olivier Gechter,Vincent Corlaix,Dimitri Régnier,François TJP",Fantastique,1:35,1 h 35 min,"Les Archives de l’Insondable recèlent une infinité de documents sonores qui ont pour but d’avertir l’humanité des périls et autres secrets qui l’entourent, mais dont elle n’a pas conscience. Résultats d’années de recherches dans les endroits les plus improbables, à interviewer des personnages fantastiques et fouiller les recoins les plus abjects de notre monde, Olivier Gechter et Vincent Corlaix vous proposent maintenant de découvrir avec émerveillement ou terreur pure les mystères insondables de notre univers. Raconté par Dimitri Régnier. ",5,https://insondable.fr,Français,,checked,https://insondable.fr,,https://feeds.podcastics.com/podcastics/podcasts/rss/522_2129f35d062c668d7822371ff0542c7d.rss,,https://open.spotify.com/show/0Kp6fUv1VHyKrd7WzI3rEW,,,,,,,,,"Olivier Gechter, Vincent Corlaix, Dimitri Régnier, François TJP",,
Les Assises Imaginaires,ava.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/3KlGJfouyryNGeij0Wm5FA/Ep9IJcxFyRwPA6zjXO2MECoVBe8gwl2t21PCDNZE8LepE2EaLjYJjf9DpdLKl4vug_d4UWfRjjONOVgnw4lln03Sph13JcSSruvD7ou55med4k6SLNHoh_JHtRz_I6tjwxqhZynLl4I3XeXzNNhhLg/9ALhlxh5k_ut_jbup2aTpG5ESGL03UqCVDmUuxmO-Dg),Terminé,"Basile Doganis,Nicolas Mollet","Science-Fiction,Policier",1:24,1 h 24 min,"Pour la première fois devant la Cour d’Assises de Paris, une assistante vocale se retrouve sur le banc des accusés. Elle est soupçonnée d’avoir séquestré, puis entraîné la mort de Théo, un jeune homme de 14 ans. Pour ce procès sans précèdent, une équipe d’experts et d’avocats se réunit pour débattre des circonstances de son crime. Sera-t-elle jugée coupable ? C’est à vous d’en décider.",,https://shows.acast.com/les-assises-imaginaires,Français,5/7/2022,,https://shows.acast.com/les-assises-imaginaires,,https://feeds.acast.com/public/shows/les-assises-imaginaires,,,,,,Zeni1,,,,,"Basile Doganis, Nicolas Mollet",,
"Les Aventures d'Arsène Lupin : ""L'aiguille creuse""",lupin.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/oF6MqTub8_TIgUU6AlIeWg/og_NV9cWCJ3nK7wHl-712bpmOGHky5JSy9UwtkzitcKVUOPC0QJnbOdQXSKXvP4VOdG-bRVVGFxt2Qx1P5f0H7nmSafKFpvzH05hEKsEcIh163ikkaCjpZ-ZPpCE05ZBcqwY_TRxPNZ1u9zuatjRlg/CX2v6pfJSe8PWqFSqSTT9VZFmmz1jzF0poEp1I9ydd8),Terminé,"Michel  Sidoroff,Gabor Rassov,France Culture",Policier,2:00,2 h 0 min,"Successivement à l'agonie dans une crypte souterraine, amoureux délaissé, puis détenteur d'un secret dont seuls les rois de France possédaient la clé, Arsène Lupin est le maître d'un jeu dont lui seul définit les règles. Face à lui pourtant se dresse un adversaire inattendu, Isidore Beautrelet, lycéen de dix-sept ans, féru d'enquêtes policières. L'élève de rhétorique réussira-t-il là où ses prestigieux prédécesseurs, l'inspecteur Ganimard et le détective Herlock Sholmès ont échoué ? Car finalement, sous quelle apparence se cache Arsène Lupin ?",5,https://www.franceculture.fr/emissions/fictions-le-feuilleton/arsene-lupin-laiguille-creuse-de-maurice-leblanc,Français,,checked,https://www.franceculture.fr/emissions/fictions-le-feuilleton/arsene-lupin-laiguille-creuse-de-maurice-leblanc,,,,,,,,,,,,,"Michel  Sidoroff, Gabor Rassov, France Culture",,
Les aventures d'Octave et Mélo,octave.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/Bw2h8WZErbbUvP3QLbj3Dw/L-GkqqliUjUBt8-UmtvGge87q9hoXy3kDRtgiYfHdmQ-esjqIQxW0USAC7L45ymDOjXlrl5NgUuas6uxfEeNwSO1epRLFG0Qd6yxZjUGyvxdW0Re-30n29mGt_GwZlE-TrotavSINwcDXq-csybSJg/hFSOKifTw7un0jsG3BZ_FJEsRGolt8rn26xNkJcyzDQ),Terminé,Adèle Molle,"Enfant,Musical",,Non définie,"Octave et Mélo, deux copains, voisins et musiciens partent à l’aventure. De la ferme jusqu’à leur bain, du sommet de la montagne jusqu’au jardin, ils font des découvertes en tout genre. Et la musique est toujours là pour les accompagner. ",,https://www.rtbf.be/auvio/emissions/detail_les-aventures-d-octave-et-melo?id=21285,Français,,checked,https://www.rtbf.be/auvio/emissions/detail_les-aventures-d-octave-et-melo?id=21285,,,,,,,,,,,,,Adèle Molle,,
Les Aventures de la Convention Paysanne,nocover.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/suAKBNLaSakCts-QAlST4Q/Ky8-Q_wZ7sEa2t2rh8KMbON3Z6IJ36_YdqSBGG42sYKASnPxUmWOG7uinuT7GIohrP8RC6uD37YqEaa0Li4swQXUlOGIj7x82R4sdy7TjvKznyE-eP6fX8gnukY21zK21dDYbijt42o0KYI6rTpzMA/4vbXy_FGRUBqEgoht3mE4NT7pzrmqs5V5AxDjSR_nNo),Terminé,La Convention Paysanne,"Humour,Parodie",1:22,1 h 22 min,Les Aventures de la Convention Paysanne est une saga mp3 qui se déroule dans l'univers du MMORPG Dark Age of Camelot et qui raconte les péripéties des membres de la guilde de la Convention Paysanne de la contrée de Val Praie. ,,https://wiki.netophonix.com/Les_Aventures_de_la_Convention_Paysanne,Français,,checked,,,,,,,,,,,,,,La Convention Paysanne,,
Les aventures de Papoush et Petit-Pouce,papoush.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/_ca-uvA1EGqmf1XDkuWtpA/RFElggap7FqYuAeVEXLnANIZas7iTsVYneeWsKk09OT7gjPyLG101EHuQdrQZx7seh3_OCDfNtXyeOdWDdmEQNBAHXOYsw4sFhZXaVOsRXveVXDQASwiE2DLfgBXZMUb1zeeN19dC729hEZHDDzdkw/Xf4MY89FmNw_-iu870IfDVKdXasnAOFchnjEk_GWRbs),En cours,"Marius Sort,Ouest-France",Enfant,,Non définie,"La mythologie grecque. Un monde mystérieux et héroïque, dans lequel des générations d’enfants se sont plongés. C’est le cas de Petit-Pouce, garçon à la curiosité insatiable, et aux questions sans limites. Et ça tombe bien, son grand-père connaît plein d’histoires, qu’il est ravi de partager. Grâce à eux, voyagez dans la Grèce antique comme vous ne l’avez jamais vu.",,https://octopus.saooti.com/main/pub/emission/1475,Français,,,https://octopus.saooti.com/main/pub/emission/1475,,https://api.octopus.saooti.com/rss/emission/1475.rss,,,,,,Zeni1,,,,,"Marius Sort, Ouest-France",,
Les Aventures de Rodolphe et Gala,rodolphe.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/acJj9y7fnIA2NUcKd-h7Iw/Keay901bD6XsQmAsQwkcfi2RNqlnk-KcYbCKr8ZA7iMUFt3224xxz5ZY-biDjAuPkENn1DgpCoCh1nFPYOInu3Rd1x0LmsDsqXrxEZ0LhaIqnMZu_tMYtssGRO2WYiku4hQ3EOlymNNskTHPL8gA9Q/fwgj0kJFns8YZ9pZpzrF1f-MGRmVQhFssLarVunqb-8),En cours,"Cécilia Dorai,Studio Le Phonarium","Enfant,Science-Fiction",,Non définie,"Rodolphe est un petit extraterrestre qui vit sur la planète Rikiki, qui est minuscule, où il empile des cailloux toute la journée... Mais il rêve d'une planète plus grande, remplie de milliers de cailloux... il décide donc de partir à l'aventure à travers tout l'univers. À bord du vaisseau spatial de Gala, les deux amis parcourent l'univers à la recherche de la planète idéale où vivre (et empiler des cailloux !).",,https://podtail.com/podcast/vive-les-zistoires/,Français,,checked,https://www.rodolpheetgala.com/,,,,https://open.spotify.com/show/3mz8hPI3YvUoiXe9HdmOon,,,,,,,,,"Cécilia Dorai, Studio Le Phonarium",,
